"TransactionAmount","TransactionDuration","LoginAttempts","AccountBalance","CustomerAge","TransactionType","Location","Channel"
"588.36","134","1","8434.99","33","Debit","Charlotte","Online"
"146.67","273","1","1569.75","20","Debit","Albuquerque","Online"
"176.52","94","5","7132.08","73","Credit","San Diego","Online"
"57.34","81","1","1100.64","27","Debit","Atlanta","Online"
"294.77","101","1","2272.17","77","Debit","Philadelphia","Online"
"881.32","59","1","2287.93","31","Debit","El Paso","Online"
"162.59","19","1","7104.83","64","Debit","Indianapolis","Branch"
"56.15","77","1","13265.92","31","Debit","Nashville","Branch"
"524.55","175","1","8292.75","39","Debit","El Paso","ATM"
"535.4","110","1","651.84","23","Debit","San Diego","Branch"
"56.84","185","1","7977.78","45","Debit","Raleigh","ATM"
"135.94","258","1","4710.21","71","Debit","Houston","Branch"
"47.1","178","1","6308.07","42","Credit","Washington","Branch"
"124.05","220","1","7009.54","61","Credit","Albuquerque","Branch"
"802.89","175","1","1973.63","19","Debit","Chicago","ATM"
"193.16","109","1","2304.56","64","Debit","Charlotte","ATM"
"541.52","161","1","6087.24","48","Credit","Indianapolis","Branch"
"20.17","86","1","3869.37","77","Debit","San Antonio","ATM"
"35.98","133","1","11147.34","40","Credit","Nashville","Branch"
"273.24","173","1","2202.21","51","Debit","Fresno","Branch"
"663.45","147","1","5897.29","67","Debit","Albuquerque","ATM"
"343.86","70","1","3278.65","57","Debit","Charlotte","Branch"
"69.38","280","2","12072.11","69","Debit","Detroit","Branch"
"75.43","266","1","1441.86","77","Debit","Fresno","ATM"
"414.64","74","1","7253.22","32","Debit","Mesa","Branch"
"86.79","166","1","8795.37","33","Debit","Fort Worth","Branch"
"1105.88","36","1","2636.32","34","Debit","Omaha","ATM"
"14.1","73","1","6949.21","45","Debit","Louisville","Branch"
"63.33","124","1","792.33","23","Credit","Louisville","Branch"
"606.27","42","1","9668.78","29","Debit","Louisville","Branch"
"4.47","132","1","1381.75","27","Debit","Baltimore","Branch"
"289.01","96","1","4226.26","66","Debit","Miami","Online"
"338.69","169","1","1137.89","18","Debit","Virginia Beach","Branch"
"97.73","156","1","7885.21","69","Debit","Sacramento","Branch"
"1021.16","104","1","9427.06","20","Debit","Albuquerque","ATM"
"27.61","26","1","3679.64","54","Credit","Fort Worth","ATM"
"284.17","189","1","3479.56","51","Debit","Memphis","ATM"
"76.21","69","1","664.93","22","Debit","Los Angeles","Branch"
"334.79","292","1","624.09","69","Credit","Denver","Branch"
"584.51","76","1","3254.56","74","Debit","Denver","ATM"
"432.18","162","1","678.83","18","Debit","Las Vegas","Branch"
"134.55","165","1","14852.42","59","Debit","San Jose","Online"
"61.66","86","1","5705.4","26","Debit","Sacramento","ATM"
"12.35","22","1","1846.85","25","Debit","Fresno","Branch"
"213.25","63","1","677.79","25","Debit","San Francisco","Branch"
"34.93","72","1","2810.37","31","Debit","Columbus","Branch"
"959.48","36","1","10631.43","67","Debit","Miami","Branch"
"335.68","142","1","1188.95","24","Debit","Tucson","Online"
"423.96","75","1","8374.38","43","Debit","San Diego","ATM"
"361.38","71","3","4972.92","72","Credit","Milwaukee","Online"
"220.82","31","1","4298.13","42","Debit","Louisville","Branch"
"717.36","138","1","514.88","22","Credit","San Diego","Online"
"406.12","106","1","10501.53","42","Debit","Houston","ATM"
"427.83","29","1","3293.06","47","Debit","Phoenix","ATM"
"416.62","67","1","9700.9","26","Credit","Baltimore","Online"
"21.9","30","1","1052.27","28","Debit","Phoenix","ATM"
"717.74","168","1","8375.16","42","Credit","Sacramento","Online"
"393.68","141","1","10135.88","55","Debit","San Diego","ATM"
"281.91","269","1","225.53","25","Debit","Denver","Branch"
"239.85","50","1","1477.63","70","Debit","Tucson","ATM"
"237.84","16","1","8932.39","26","Debit","Nashville","Branch"
"459.29","109","1","1006.12","64","Credit","Kansas City","Online"
"196.49","65","1","7516.56","41","Debit","Oklahoma City","Branch"
"21.23","103","4","319.18","23","Debit","Virginia Beach","ATM"
"95.23","60","3","966.88","20","Debit","Denver","Online"
"344.87","25","1","7447.44","58","Debit","Houston","Branch"
"129.62","124","1","620.28","23","Credit","San Jose","ATM"
"16.53","220","1","707.95","21","Debit","Houston","ATM"
"277.02","227","1","8586.38","46","Credit","Denver","ATM"
"13.02","42","1","6076.45","51","Debit","Charlotte","Branch"
"199.02","185","1","793.63","22","Debit","Memphis","ATM"
"684.5","76","1","6258.63","29","Debit","Fort Worth","Branch"
"1173.74","61","1","10456.24","61","Credit","Virginia Beach","Online"
"45.92","23","1","544.56","26","Debit","Nashville","ATM"
"761.73","27","1","151.28","19","Debit","Columbus","ATM"
"331.38","122","1","844.55","42","Debit","Miami","ATM"
"602.8","173","1","7417.69","60","Debit","Baltimore","Branch"
"64.12","222","1","1029.09","57","Credit","Indianapolis","Branch"
"57.38","86","1","899.52","28","Debit","Kansas City","Online"
"94.64","144","1","586.76","28","Credit","New York","ATM"
"155.56","64","1","129.79","19","Credit","Austin","Branch"
"301.39","104","1","10548.58","47","Credit","Denver","Online"
"136.31","65","1","4384.95","74","Debit","Nashville","Online"
"4.39","63","1","1429.61","26","Debit","Philadelphia","ATM"
"429.25","107","1","5019.68","29","Debit","Seattle","Online"
"138.54","93","1","8274.77","60","Credit","Austin","Branch"
"33.03","28","1","935.88","21","Debit","Washington","Branch"
"76.39","80","1","11584.32","30","Debit","Sacramento","Online"
"25.32","25","1","1642.34","19","Debit","Oklahoma City","ATM"
"330.91","28","1","6481.35","36","Debit","Kansas City","ATM"
"153.55","16","1","5619.91","37","Debit","Denver","Online"
"217.61","120","1","1661.1","27","Debit","Omaha","Online"
"131.69","59","1","2958.43","53","Credit","Denver","Branch"
"953.17","84","1","3506.11","60","Debit","Raleigh","Online"
"68.49","49","1","6683.31","67","Debit","Nashville","Online"
"1493.0","151","1","1619.16","69","Debit","Colorado Springs","ATM"
"470.62","127","1","12470.62","57","Debit","Tucson","Branch"
"385.35","269","1","5184.13","38","Debit","Miami","Branch"
"74.72","132","1","165.75","26","Debit","Phoenix","Online"
"352.03","219","1","4846.68","27","Credit","Phoenix","Online"
"275.87","112","1","1697.58","25","Debit","Seattle","ATM"
"90.94","56","1","3896.08","63","Credit","Colorado Springs","ATM"
"206.25","56","1","3651.07","74","Debit","Baltimore","ATM"
"116.76","212","1","4480.43","51","Debit","Philadelphia","ATM"
"91.5","77","1","667.66","47","Debit","Omaha","ATM"
"489.31","36","1","5595.22","43","Debit","Louisville","Branch"
"1664.33","65","1","1588.31","18","Debit","San Antonio","Branch"
"414.49","108","1","12709.58","58","Credit","Phoenix","Online"
"315.13","143","1","6570.94","30","Debit","Omaha","Branch"
"28.38","260","1","8892.62","45","Debit","Tucson","Branch"
"456.05","20","1","11729.51","68","Debit","Detroit","Branch"
"277.22","41","1","12104.51","35","Debit","Kansas City","Branch"
"54.84","124","1","3495.51","52","Debit","Kansas City","Online"
"29.92","63","1","7855.01","68","Credit","Denver","Online"
"133.06","143","1","8843.44","35","Debit","Las Vegas","Online"
"332.06","221","4","11826.52","29","Debit","Seattle","ATM"
"14.34","24","1","7932.51","67","Credit","Memphis","Online"
"468.32","152","1","4710.04","69","Debit","Fresno","Online"
"582.17","135","1","7310.83","57","Debit","Tucson","Branch"
"245.62","127","1","1879.82","23","Debit","San Antonio","Branch"
"981.9","112","1","9018.33","43","Credit","Baltimore","Online"
"83.6","192","1","13899.24","47","Debit","San Jose","ATM"
"331.22","161","1","12613.25","61","Credit","Oklahoma City","Branch"
"57.49","177","1","765.15","24","Credit","Detroit","Online"
"85.58","60","1","7794.84","55","Debit","Fort Worth","ATM"
"157.56","159","1","7541.16","43","Debit","Indianapolis","Branch"
"230.3","24","1","8356.88","46","Debit","Colorado Springs","Online"
"305.92","88","1","1445.47","72","Debit","El Paso","ATM"
"942.7","29","1","5141.32","35","Debit","Boston","Online"
"116.33","144","1","1696.15","27","Debit","Fresno","Branch"
"537.71","175","1","1806.08","19","Credit","Mesa","Online"
"538.17","252","1","5908.04","27","Credit","Washington","Branch"
"219.44","23","1","4207.27","42","Debit","Washington","Online"
"61.62","19","1","8365.37","57","Debit","Miami","Online"
"58.77","191","1","7261.7","27","Debit","Memphis","Online"
"538.13","165","1","5008.59","62","Debit","Charlotte","ATM"
"177.05","235","1","4287.82","24","Debit","Philadelphia","Branch"
"403.01","286","3","10513.52","63","Debit","Washington","Online"
"719.76","190","1","690.52","19","Debit","San Francisco","Branch"
"163.22","217","1","1788.27","26","Debit","Miami","Online"
"242.85","93","1","4672.8","42","Debit","San Antonio","Online"
"291.22","100","1","3677.63","41","Credit","Baltimore","Online"
"56.52","152","1","6911.2","42","Debit","Omaha","ATM"
"195.8","186","1","12027.68","39","Debit","Raleigh","Online"
"66.76","44","1","184.72","36","Credit","Austin","Branch"
"190.9","40","1","101.25","28","Debit","Jacksonville","Online"
"106.99","152","1","5771.4","38","Debit","Omaha","Branch"
"655.81","164","2","4539.99","55","Debit","Omaha","ATM"
"107.1","175","1","193.8","25","Credit","Philadelphia","Online"
"79.92","274","2","9138.76","44","Debit","Miami","ATM"
"430.83","292","1","941.49","18","Debit","Los Angeles","Branch"
"235.34","68","1","566.83","26","Debit","Washington","Branch"
"86.35","24","1","1550.48","52","Credit","Indianapolis","Branch"
"337.99","115","1","9038.63","70","Debit","Colorado Springs","ATM"
"577.13","66","1","6640.51","40","Credit","San Jose","Branch"
"213.33","161","1","5400.44","52","Debit","Omaha","ATM"
"54.52","164","1","6980.98","32","Debit","Indianapolis","Branch"
"100.13","168","1","5209.16","57","Debit","Denver","Branch"
"883.92","129","1","2342.64","53","Credit","Tucson","Online"
"69.8","138","1","136.77","27","Credit","New York","Branch"
"768.94","53","1","6860.18","64","Debit","Indianapolis","Branch"
"179.62","119","1","409.26","24","Debit","Tucson","Online"
"425.91","47","1","383.58","23","Debit","Jacksonville","ATM"
"263.34","55","1","2411.02","64","Debit","Denver","ATM"
"113.03","12","1","6756.13","36","Credit","Tucson","Online"
"11.02","42","1","7879.66","42","Debit","Austin","Online"
"865.17","161","1","9297.5","24","Debit","Houston","Branch"
"152.0","63","1","7531.43","51","Debit","Albuquerque","ATM"
"270.39","104","1","899.15","25","Debit","Jacksonville","ATM"
"246.41","23","1","1431.6","54","Debit","Detroit","ATM"
"336.84","100","1","4500.26","22","Debit","Washington","ATM"
"261.45","96","1","6735.74","50","Credit","Oklahoma City","Online"
"99.98","152","1","3037.97","73","Credit","Washington","Online"
"400.69","26","1","9040.33","32","Debit","Las Vegas","Online"
"411.47","120","1","796.63","26","Debit","Fort Worth","ATM"
"204.63","92","1","9199.52","52","Debit","Las Vegas","Online"
"421.56","144","1","8037.87","53","Debit","San Jose","Online"
"193.38","285","1","1081.79","18","Debit","Memphis","ATM"
"377.04","64","1","3812.87","34","Debit","Chicago","ATM"
"54.1","17","1","940.91","28","Credit","Boston","Branch"
"18.1","66","1","6474.34","57","Debit","Louisville","ATM"
"408.62","159","1","2498.48","48","Credit","Fort Worth","Online"
"162.1","221","1","9578.74","64","Debit","Baltimore","Branch"
"165.31","28","1","7346.66","49","Debit","Boston","ATM"
"267.48","159","2","811.86","21","Debit","Albuquerque","ATM"
"856.9","150","1","8579.69","36","Debit","New York","Branch"
"433.9","37","1","9013.1","65","Debit","Albuquerque","Online"
"271.22","87","1","6863.02","45","Credit","Louisville","ATM"
"307.68","162","1","2052.84","75","Credit","Detroit","Online"
"348.17","181","1","1887.84","21","Debit","El Paso","ATM"
"43.1","102","1","6944.9","25","Debit","Denver","Branch"
"557.78","102","1","1289.48","26","Credit","Phoenix","Branch"
"325.6","88","1","13777.1","69","Debit","Dallas","ATM"
"235.83","169","1","4120.75","53","Credit","Memphis","Online"
"603.54","26","1","10517.47","44","Debit","Albuquerque","Online"
"270.25","42","1","5414.97","31","Debit","Tucson","ATM"
"123.38","40","1","13542.41","59","Debit","Sacramento","Online"
"577.12","69","1","5265.88","39","Debit","Virginia Beach","ATM"
"92.24","93","1","6937.48","60","Debit","Philadelphia","Branch"
"856.21","109","1","12690.79","33","Credit","Colorado Springs","Branch"
"251.54","177","1","254.75","48","Debit","Tucson","Branch"
"28.63","146","1","3382.91","56","Debit","San Diego","Branch"
"185.97","19","1","1776.91","23","Debit","Denver","Online"
"243.08","93","1","131.25","24","Credit","Jacksonville","Online"
